,player_id,total_sessions,total_events,total_revenue,purchase_events,first_country,days_since_first_session,ltv_target,will_pay_in_future,historical_payer
750,CECC2D3384ECD6B7,3,10,0.0,0,SA,65,0.0,0,0
751,880A9D6919D8217D,3,9,0.0,0,TH,65,0.0,0,0
752,a66abac4-f13e-45fc-a6e0-0ab461965e15,1,1,0.0,0,US,63,0.0,0,0
753,E285C561BB87E141,1,1,0.0,0,CA,65,0.0,0,0
754,1A775BB6A55C70C1,1,4,0.0,0,MX,64,0.0,0,0
755,47D3C002EF184498,3,8,0.0,0,IT,64,0.0,0,0
756,C9352DA78A327144,1,16,0.0189,3,BR,65,0.0,0,1
757,598E10153B747712,3,28,0.004,8,PH,64,0.0,0,1
758,740C035839E6D837,1,2,0.0002,1,BD,64,0.0,0,1
759,62C95ECE80C25345,1,14,0.0004,4,DE,65,0.0,0,1
760,590A430B2210ACA8,3,5,0.0,0,VE,64,0.0,0,0
761,4d812763-4046-410b-88ac-2bc22ffc3709,1,1,0.0,0,DZ,65,0.0,0,0
762,53E5DD471B4F7090,9,72,0.0,0,CD,65,0.0,0,0
763,FD499F770AAFC93A,1,3,0.0,0,BD,63,0.0,0,0
764,2105aa7c-46bd-4453-a2df-91a4df59ea90,1,1,0.0,0,US,65,0.0,0,0
765,B55CA57977AADDD1,1,4,0.0,0,IQ,65,0.0,0,0
766,a1c0f71e-0ce6-4161-92aa-44fa67ee3ee4,2,3,0.0,0,BJ,64,0.0,0,0
767,7559CF6D3B99DB95,1,6,0.0008,1,MA,64,0.0,0,1
768,56CBCCB6657A22A4,1,31,0.0885,5,US,65,0.0,0,1
769,997C7393157C74F8,3,12,0.0,0,MX,63,0.0,0,0
770,CCED2E1D8CC6D698,5,15,0.0,0,IQ,63,0.0,0,0
771,18E2D6CDB5D58EAE,2,4,0.0,0,US,64,0.0,0,0
772,E4AD49124A617BA6,2,13,0.0,0,ID,63,0.0,0,0
773,9631E4B34E3BA73B,3,30,0.041100000000000005,9,US,65,0.0,0,1
774,2346850606EF3D,1,2,0.0,0,ID,65,0.0,0,0
775,987E20B5BD87311F,3,11,0.1361,4,US,63,0.0,0,1
776,f762fffa-e72d-4c33-8e76-b21dcfee2c71,1,4,0.0,0,LA,65,0.0,0,0
777,BA69DBAAA282DEC8,1,6,0.0,0,US,63,0.0,0,0
778,3FCA7D01210C839B,2,2,0.0,0,TH,65,0.0,0,0
779,953E3E56B475E1EC,1,5,0.0,0,AR,65,0.0,0,0
780,D8310F4E57B6D4DA,1,4,0.0,0,GB,65,0.0,0,0
781,fce246cf-4788-4d39-8c59-3bb03d1669f8,2,2,0.0,0,MA,65,0.0,0,0
782,eba6a1d1-3340-40f3-89c4-c205f43a2797,1,1,0.0,0,IQ,63,0.0,0,0
783,6514FE0FB031086,2,6,0.0,0,IN,63,0.0,0,0
784,BC2A2DCA3E0DCADD,1,2,0.0,0,CD,65,0.0,0,0
